text,Label
আজকের দিনটা খুব হতাশাজনক ছিল | কোনো কিছুই ঠিকমতো হয়নি,Non-Political Statement
"সরকারি চাউল দিয়ে নাকি, নিজের পকেটের টাকা খরচ করে?",Political statement
বৃহত্তর চট্টগ্রাম জাতীয়তাবাদী ফোরাম সংযুক্ত আরব আমিরাতের পক্ষ হতে শুভেচ্ছাও অভিনন্দন,Political statement
"আজ স্কুলে সেরা কাজের জন্য পুরস্কৃত হলাম, দারুণ অনুভূতি!",Non-Political Statement
কেমনে! ছাগী আছেতো ,Non-Political Statement
আমি আর এই পরিস্থিতি সহ্য করতে পারছি না,Non-Political Statement
"পরিমনি নট অনলি পরিমনি..! অলসো বি ""ল্যাংটা মনি""",Non-Political Statement
কি রোজা বা রোজার বাইরে কেমনে যে পারিস!!! ,Non-Political Statement
জয় বাংলা।,Political statement
সব মাগির পোলারা,Political statement
"তুই হোগা মারা খা, খানকি",Non-Political Statement
নীরব ও গোপন দান আল্লাহর নিকট বেশী প্রিয়।,Non-Political Statement
"বরিশাইল্লা মায়া পাছা কবির প্যারাসুট নারিকেল তেলের বিজ্ঞাপনের মাধ্যেমে যৌন (চিত্র) জগতে পা রাখেন। তিনি ""অল টাইম দৌড়ের উপর"" টেলিফিল্মে এর মধ্যমে জনপ্রিয়তা পান।",Non-Political Statement
"তুমি এগুলা নিয়েই থাক। নাস্তিক্যবাদের পরিচয় দিতাছো। এতে মনে হচ্ছে  তোমার ইহকাল, পরকাল দুটোই বরবাদ।।",Non-Political Statement
আমি জিয়ার সৈনিক,Political statement
