text,region
তুমি কি খাইতে পসন্দ করো ?,Mymensingh
হেতোনে বিদেশ তুন আইছেন,Noakhali
আই হর হর ৩ বছর হেতন রে সারপ্রাইজ দিছি জন্মদিনে,Noakhali
প্রচন্ড মাথাব্যথা কইত্তাছিলো,Noakhali
ফেসবুক এক্কান যনোপ্রিয় যোগাযোগ মাধ্যম,Chittagong
হ্যার ধারে বেমালা টাহা আছে,Barishal 
মোর আম্মার লগে ঝগড়া খরইন মোর ভাইর বউয়ে,Sylhet
কিন্তু আঁই ত তোঁয়ার ফোয়ারে ন যাইয়্যুম,Chittagong
মোগো মইধ্যাবিত্ত পরিবার,Barishal 
নিজে নিজর জীবন ফরিচালনা গরিত্তারিবান ,Chittagong
এরহম মন লইয়া সংসারে কহনো সুখ আয় না,Barishal 
মোর ভাইর অবস্থা অতো ভালো না,Barishal 
কোনো মেহমান মোর বাড়ি আইলে হ্যাগো লগেও সম্পর্ক নষ্ট করতে,Barishal 
মেলা দূরের পথ,Mymensingh
ছোোড ভোইন চিৎকার দিয়েরে উডি গিয়ে,Chittagong
মানুষ বউত সার্তফর,Chittagong
মাইয়ার পড়ার খরচ দেয়না ঠিকমত,Mymensingh
 পয়লা মোর জামাইর মাতো আই,Sylhet
তোমাদের কথা হুইন্না হাসছি,Mymensingh
তুমি কি চাও আমি চইল্লা যাই?,Mymensingh
বাড়ির তুন হোলা দেয়া শুরু কইরলো,Noakhali
আঁই তোয়াঁরে চিনিত ন ফাইরলাম,Chittagong
জামাই হিসেবে সে খুব নিখুদ,Chittagong
গফ ওর মাত যখন ওয় আয় তখন ওউ আমরার বাইচ্চাইন্তোর কথা মন-ও পড়ি যায়,Sylhet
আই হিরি আইলাম,Noakhali
আবেগ ফ্রবন মানুষ বোত বোকা ওয় তাকে,Chittagong
তোমারে ছুইয়া দেতে চাই অনুমতি,Barishal 
মর বাফে অসুস্থ হাসপাতালে আর হ্যায় আইছে মোরে নেতে,Barishal 
কালা আর লাল শাড়িতে মৌসুমী আপু রে অসম্ভব সুন্দরী লাগে,Mymensingh
আব্বায় মোর লাগি লাল জামা কিনিয়া আনছইন,Sylhet
"রজনীগন্ধা, গোলাপ, গেন্দাসহ ম্যালা রহমের ফুল আছে দোহানে",Barishal 
কারেন্টর অফিসর বেটা মরি গেলো নাকিতা?,Sylhet
আই নিজে দেখছি হিগা কিরুম বাজে ব্যবহার করে মার লগে,Noakhali
তুমি আমার প্রথম বন্ধু,Mymensingh
এখজন আরোখজনর লগে থাকিয়া সাওস যোগাইন,Sylhet
কাইল তনে পড়াত বইমু,Sylhet
হে দুই নাম্বার বিয়া করছে একগু বিয়াইত্তা বেটিরে,Sylhet
আন্নে কি কতা ক্যইতে হারেন ইংলিশে?,Noakhali
তোয়ার ফ্রিয় সবজি কিয়া ,Noakhali
বাসও কইরাউ তাঁন রওয়ানা দেওয়া লাগলো,Sylhet
আমি ভালা নাই,Mymensingh
ইতাত্তুন বই ফইরতো এফফোডাও গম ন লাগে,Chittagong
আর স্বামী আর কতা হুনি চেতি হাসপাতাল তুন বার অই গেছে,Noakhali
রাইতকু এখ গাট্টি বেটাইন এখলগে বই রয়,Sylhet
কতা জিগার হাকা নয় কামে হিগার ঠনঠন,Noakhali
দিনের কালেও ভাড়ির ভিতরে আন্ধার হইয়া থাহে,Barishal 
আই এককান কডিন সমস্যা লই হাজির অইছি ,Noakhali
ঠিক‌ গোরন‌ অইলে বেকে মিলে এডে যাইউম,Chittagong
অর একছের ভালা লাগে না ,Noakhali
এখ পর্যায়ে এমন অবস্থা খরে যেন মুইও দুর্বল অই গেছলাম। ,Sylhet
আই চাইতেছি ট্রেনিং তুন হিরি আই হেতিরে বিয়া কইরতে,Noakhali
একজন মাইয়াফোয়ার সংসারত এইল্লে অসান্তি অইত্তারে না?,Chittagong
এতো এতো সংসারের ঝামেলা দেই হোস্ট করা,Noakhali
কিছুু কিছু বিষয়র কুনো সমাধান থাকে না,Sylhet
আমি আমার বিষয় সাইডে রাইক্ষা হেরে সান্ত্বনা দিসি,Mymensingh
মায় মোর ম্যালা যত্ন লয়,Barishal 
তেতুল হাইলে বুদ্ধি অয়,Chittagong
হ্যারা এউক্কা দূর পাহাড়ের দিকে যাওয়ার রাস্তায় এউক্কা পুহুইর দেখলো,Barishal 
কিন্তু আইজ হইরজন্ত আর উনি আরে খোডা মারি কতা কয়নো,Noakhali
